name,long_description,short_description
boldore,"Azul, El cuerpo de Boldore está formado por una roca de color azul oscuro. Posee tres cristales naranjas que le sirven de colmillos junto a tres patas, cada una con un cristal del mismo color que le sirve para estabilizarse. Tiene cuatro cristales naranjas incrustados en su cabeza, en medio de la cual surge un borde alargado y rocoso que divide en dos hemisferios su cabeza y el hexágono amarillo que le funciona como órgano auditivo.",
boltund,"Amarillo, Boltund está basado en dos razas de perro inglesas: un foxhound inglés y un galgo inglés. En gran parte de su cuerpo destaca el color amarillo como en la parte inferior de su lomo, la zona de la cabeza cercana a sus orejas y sus patas traseras, aunque también se puede apreciar que la zona inferior a su lomo y la parte superior de sus patas adquiere una tonalidad de verde opaca. La cabeza de Boltund es de color blanco, al igual que las patas delanteras, las cuales se asemejan a calcetines. Su pelaje es liso y su cola tiene un aspecto eléctrico.",
bonsly,"Marrón, El diseño de Bonsly está basado en un bonsái. Su tipo roca simboliza la fosilización pétrea de la madera por la que pasa de ser material orgánico a ser compuesto completamente por minerales.",
bouffalant,"Marrón, Bouffalant está basado en un bisonte americano o un búfalo cafre. Se caracteriza por tener una gran cantidad de pelo y unos grandes cuernos con aros incrustados.",
bounsweet,"Morado, Bounsweet está basado en el fruto del mangostino, mangostán o jobo de la india, originario de Indonesia.",
braixen,"Rojo, Braixen está basado en un fénec y en un mago o bruja. Al evolucionar puede permanecer erguido y a dos patas. Braixen adquiere un pelaje más estilizado, el pelo de sus orejas se ha extendido considerablemente y de cintura para abajo es de color negro. Con la rama clavada, la cola de Braixen se asemeja a una escoba.",
braviary,"Rojo, Braviary está basado en un águila calva y en la cultura indígena norteaméricana.",
breloom,"Verde, Breloom parece una mezcla de canguro y hongo, lo cual encaja con su tipo lucha por la figura típica del canguro, además que este Pokémon avanza por igual saltando como caminando, esta combinación le permite defenderse contra los veneno (por su habilidad (antídoto), bicho y hielo pero lo hace aun más débil contra los tipo volador, pero su combinación de tipo planta y tipo lucha le da muchas ventajas ya que puede usar movimientos de asistencia de tipo planta mientras ataca perfectamente ya que su tipo lucha le da un buen ataque.
Aunque se le vea con brazos cortos, puede alargarlos más de 3 metros.",
brionne,"Azul, Brionne está basado en un león marino y en una bailarina.",
bronzong,"Verde, El diseño de Bronzong está inspirado en un Dōtaku, una campana de bronce japonesa utilizada en rituales relacionados con la agricultura, lo que daría significado al símbolo del brote de su espalda. El aspecto de su rostro con una dentadura expuesta, es una referencia al dios de la lluvia, Tlāloc o Tláloc.",
bronzor,"Verde, Parece ser un plato ceremonial de una antigua civilización. Los círculos que le rodean contienen sus poderes psíquicos. Además, se cree que en la antigüedad las cosas podían reflejarse en su superficie.",
bruxish,"Rosa, Bruxish está basado en un pez ballesta, concretamente la especie hawaiana humuhumunukunukuāpuaʻa, la cual es conocida por sus potentes mordiscos. Posee un gran colorido, centrado principalmente en manchas de los tres colores primarios: cian, amarillo y magenta. Sin embargo, sus aletas y cola son de color morado. Encima de su cabeza posee una antena terminada en una especie de bulbo o capullo morado, capaz de abrirse como una flor cuando ataca. Posee una enorme boca con unos labios carnosos de color rosa. Su boca tiene unos grandes dientes muy afilados que muestra en todo momento.",
budew,"Verde, Budew es conocido como el Pokémon brote y habita cerca de lagunas cristalinas, aunque también es común encontrarlo en praderas, jardines y bosques. Le gusta jugar durante el día y le encantan los baños de sol (lo hace para absorber los nutrientes y la energía necesarios para evolucionar). Es algo tímido, pero, al conocer mejor a su entrenador, es muy cariñoso y tierno. Cuando las pequeñas yemas entrelazadas de Budew se abren, brotan una rosa roja y otra azul, anunciando que inmediatamente este evolucionará a Roselia. Por su dulce apariencia,su línea evolutiva es muy utilizada en concursos.",
buizel,"Marrón, Buizel está basado tanto en una nutria como en una comadreja. Es un Pokémon en el cual se puede apreciar un predominio del color naranja. No obstante, su pecho, la parte inferior de su cara, sus cejas y los extremos de su cola adquieren un color crema. Además, en cada brazo destacan aletas azules. Tiene un flotador en el cuello que le sirve para flotar en el agua boca arriba. Frecuentemente hincha este flotador para flotar y sacar la cabeza de la superficie del agua para explorar sus alrededores y, ocasionalmente, observar a sus posibles presas. Enreda sus dos colas a modo de turbinas para poder nadar con mayor agilidad y con más potencia. Incluso se ha llegado a ver a Buizel que aprovechan sus colas para sostenerse en el aire. Al bucear, su flotador se pliega. Buizel suele vivir en ríos y zonas costeras.",
bulbasaur,"Verde, Bulbasaur es un Pokémon cuadrúpedo y de color verde que posee manchas de una tonalidad más oscura con distintas formas geométricas. Su cabeza representa cerca de un tercio de su cuerpo. En su frente se ubican tres manchas que pueden cambiar de posición, forma o lugar dependiendo del ejemplar. Tiene como orejas muñones pequeños y puntiagudos. Sus ojos son grandes y de color rojo. Sus patas son cortas y posee tres garras en cada una. Este Pokémon tiene plantado un bulbo en el lomo desde que nace. Esta semilla crece y se desarrolla a lo largo del ciclo de vida de Bulbasaur a medida que suceden sus evoluciones. El bulbo absorbe y almacena la energía solar que Bulbasaur necesita para crecer. Dicen que cuanta más luz consuma la semilla, más rápido crecerá y brotará, por lo que es muy común ver a este Pokémon tumbado echándose una siesta en lugares donde los rayos del sol lleguen a plenitud. Por otro lado, gracias a los nutrientes que el bulbo almacena, puede pasar varios días sin comer. Su cuerpo según a palabras de Ken Sugimori y Junichi Masuda en una entrevista, está basado en un anfibio (sapo o rana), al igual que toda su línea evolutiva.3",
buneary,"Marrón, Buneary está basado en un conejo. Son Pokémon muy hiperactivos, y aunque por su aspecto parecen tiernos, en combate son grandes luchadores. Ataca a sus enemigos usando sus orejas, con las que picotea; sus picotazos son muy dolorosos. Son famosos por su picardía. Su cabeza es grande en comparación al cuerpo. Tienen un pelaje parecido al algodón en las patas, en la parte inferior del torso y en la punta de las orejas.",
bunnelby,"Marrón, Bunnelby está basado en un conejo gris y marrón.",
burmy,"Marrón, Rojo, Verde, Burmy está basado en la fase juvenil de la familia Psychidae, conocida comúnmente como ""oruga de bolsón o de saquito"". Estas larvas de lepidópteros (orden de insectos al que pertenecen las mariposas y polillas), se recubren con un capullo formado de seda y todo lo que encuentran a su alrededor (materia vegetal, arena, tierra o liquen).",
butterfree,"Blanco, Butterfree está basado en una mariposa. Su cuerpo está dividido en dos partes: cabeza y tronco. Butterfree posee unos grandes ojos rojos, un cuerpo de color púrpura oscuro, dos pequeñas manos y dos pies de un color azul cielo. Sus alas blancas están cubiertas por un polvo tóxico y son impermeables al agua. Gracias a ellas puede volar hasta en los días con lluvia. Poseen una habilidad especial que les permite localizar a la miel, polen y el néctar de las flores, por lo que pueden alejarse hasta 10 kilómetros de su nido para ir en su búsqueda, extraerlo, adhiriéndolo con el pelo de sus patas y llevarlo de vuelta a su nido. Para defenderse de sus enemigos sueltan polvillos tóxicos de sus alas que se dispersan por el aire. Son Pokémon muy amistosos con los de su línea evolutiva por lo que si ven a un Caterpie en peligro por algún Pokémon tipo volador, no dudará en defenderle.",
buzzwole,"Rojo, Buzzwole es un ultraente que se asemeja a un mosquito antropomórfico de color rojo. Presenta un cuerpo excesivamente musculoso, con venas blancas que corren a través de su cuerpo y un fluido en el interior de sus músculos que puede expandir para parecer aún más musculoso si cabe. Su cabeza es pequeña y plana y tiene dos esferas negras de la que parten antenas. Sus ojos son las dos zonas roja a cada lado de la parte plana superior de su cabeza. Posee una probóscide extremadamente alargada, que se dice que está hecho de un material indestructible y que es más duro que los diamantes. Se cree que puede utilizarla de forma ofensiva. Buzzwole se desplaza mediante cuatro apéndices articulados.",
cacnea,"Verde, Cacnea está basado en un cactus erizo, que se encuentran principalmente en los desiertos y otros ambientes áridos. Tiene los pies en forma cónica los cuales también son púas. Cacnea tiene tres rombos de color verde oscuro por debajo de su cara. También tiene un color amarillo yema floral en la parte superior de la cabeza. ",
cacturne,"Verde, Cacturne está inspirado en un cactus, más concretamente en los saguaro y en un espantapájaros, los cuales algunas veces suelen relacionarse con cosas misteriosas o aterradoras.",
calyrex,"Blanco, Negro, Verde, Calyrex está basado en una liebre ártica, en un brote, en una corona y en un lebrílope o el wolpertinger.",
camerupt,"Rojo, Camerupt está basado en un camello. Es más grande y pesado que su preevolución y cambió de color amarillo a rojo con unos círculos azules del tamaño de su cabeza, tiene unas pezuñas grandes y fuertes que le permiten escalar más rápido que su preevolución, Numel. Las jorobas que tiene en su lomo están formadas por una transformación de sus huesos, y son exactamente dos volcanes.",
carbink,"Gris, Carbink está basado en un carbúnculo, una criatura mitológica de la que se dice que crecían piedras preciosas en su cuerpo. Es un Pokémon grisáceo que se asemeja a una roca cubierta de cristales celestes. Un esponjoso collar blanco separa su cabeza y cuerpo. Carbink tiene ojos azulados, y un cristal azul claro encima de su cabeza y de sus grandes orejas planas en forma de rombo.",
carkol,"Negro, Carkol está basado en una vagoneta de mina llena con el carbón recogido de la misma. Carkol posee una cabeza ovalada y sus ojos tienen una forma triangular. Es un Pokémon cuadrúpedo de aspecto robusto, sus patas se asemejan a rocas y su cuerpo adquiere una forma un tanto rectangular. El color de su cuerpo es mayormente de una tonalidad gris oscura, aunque sus patas y la parte superior de su lomo son negras, sus dientes son naranjas y gran parte de su lomo están rojas incandescentes.",
